Step,numberOfAcceptedPeleSteps,currentEnergy,bindingEnergy,ligandSASA,ligandRMSD,H38_OG-L1_C3,H38_OG-L1_C7,H38_OG-L1_C10,H38_HG-H175_ND1,H175_HE2-H40_OE2,H175_HE2-H40_OE1,epoch,trajectory,Cluster
0,0,-3500.54,-9.07989,0.506698,7.09349,4.65707,5.40553,8.11474,5.68231,1.59189,3.49344,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_12.xtc,-
1,1,-3513.15,-7.46818,0.581967,5.87717,6.5263,3.31863,8.29766,5.66855,1.52586,3.52144,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_12.xtc,3
2,2,-3506.48,0.712292,0.501557,6.72456,7.07368,4.26378,4.8101,5.66473,1.55315,3.52644,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_12.xtc,2
5,3,-3504.77,-13.9509,0.483586,6.47045,5.93112,5.6612,6.46996,5.71714,1.52915,3.55519,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_12.xtc,1
0,0,-3503.34,-14.6397,0.368838,5.87822,8.15768,9.18445,6.2754,6.16346,3.42132,1.52411,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_13.xtc,-
1,1,-3512.2,-16.803,0.386554,6.43758,8.92529,4.47292,6.60417,6.1073,3.39896,1.55255,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_13.xtc,2
2,2,-3513.39,-5.85982,0.572619,6.55035,8.43993,4.67446,6.49718,6.23554,3.44984,1.56763,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_13.xtc,1
3,3,-3515.51,-18.8282,0.374729,5.19721,4.71912,7.61447,6.88637,5.99277,3.42127,1.56784,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_13.xtc,1
8,4,-3509.85,-12.6002,0.401442,5.53544,5.73849,8.70316,7.83281,6.07442,3.48476,1.58875,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_13.xtc,1
10,5,-3514.84,-8.89022,0.362445,6.3313,7.89162,8.30071,7.56694,6.10512,3.48972,1.58771,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_13.xtc,4
0,0,-3531.32,-8.10268,0.502388,6.3362,4.57529,5.54832,7.20298,3.62562,12.0623,9.96745,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_14.xtc,-
1,1,-3534.59,-11.2113,0.505015,5.766,6.65295,3.28501,6.86985,3.22366,11.9295,9.9653,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_14.xtc,0
3,2,-3535.74,-5.30784,0.499364,6.10759,6.78857,5.36138,5.21858,5.2741,11.9992,9.99711,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_14.xtc,2
4,3,-3527.6,-1.1413,0.522613,6.37243,6.69241,8.93216,4.6651,2.8873,12.0069,10.0132,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_14.xtc,4
5,4,-3530.25,-6.44373,0.465574,6.01405,6.82561,7.47565,3.51225,2.88735,12.0892,10.0566,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_14.xtc,0
9,5,-3531.51,-10.9235,0.487999,6.8293,5.91116,8.77118,4.79051,2.85868,12.0612,10.0606,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_14.xtc,1
11,6,-3534.46,-3.41861,0.59616,7.47163,8.37618,8.72865,5.75453,2.79107,12.0094,10.0476,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_14.xtc,4
13,7,-3538.21,-6.07481,0.502143,6.62491,9.26245,4.16988,8.26003,2.95081,12.1239,10.1251,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_14.xtc,4
0,0,-3498.91,-6.19503,0.449281,4.86157,3.70926,5.44753,6.41139,4.84319,3.79104,1.61707,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_15.xtc,-
1,1,-3505.38,-15.0157,0.435677,5.54793,5.72976,5.78825,4.532,6.36512,3.81848,1.63826,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_15.xtc,4
2,2,-3531.97,-10.5048,0.402677,3.70416,4.33817,8.04186,5.02817,6.38187,3.73315,1.5269,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_15.xtc,0
6,3,-3533.23,-6.35855,0.546627,4.87006,5.7263,4.48991,5.66775,6.39569,3.73501,1.52579,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_15.xtc,0
7,4,-3534.02,-14.6895,0.415424,5.29529,7.90513,4.30419,3.86514,6.07233,3.68274,1.55286,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_15.xtc,0
10,5,-3537.03,-11.6404,0.459149,4.39018,6.30519,5.56401,5.81144,6.20322,3.66865,1.55372,7,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/7/trajectory_15.xtc,3
0,0,-3431.88,-15.8946,0.499034,6.1288,8.94843,5.88705,6.3864,5.62662,1.51895,3.65412,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_1.xtc,-
3,1,-3429.97,-18.9686,0.441149,5.68031,6.94459,5.25401,8.79208,5.59137,1.6302,3.7098,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_1.xtc,3
4,2,-3441.49,-9.50496,0.381601,5.35325,5.52125,8.21705,8.89244,5.69353,1.50075,3.67571,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_1.xtc,3
5,3,-3514.01,-17.8131,0.441223,6.40699,3.79845,7.56639,6.82125,5.11184,3.67129,1.60134,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_1.xtc,3
7,4,-3519.57,-13.7204,0.353886,6.28515,8.11337,7.45541,4.55627,5.58014,3.72251,1.55715,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_1.xtc,0
12,5,-3519.69,-11.5878,0.424912,7.00834,8.89226,6.79567,5.70997,5.58992,3.72108,1.56392,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_1.xtc,4
14,6,-3523.41,-9.28318,0.529622,7.08516,4.67452,6.99789,8.18742,5.74421,3.71932,1.5529,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_1.xtc,3
0,0,-3444.14,-13.0029,0.596186,6.13718,4.91554,3.34792,6.08511,5.99775,3.61428,1.54422,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_2.xtc,-
1,1,-3445.96,-10.4271,0.506585,6.24602,4.55267,4.87183,6.8266,6.01919,3.67484,1.51525,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_2.xtc,3
2,2,-3447.73,-5.23464,0.541111,6.53627,4.04034,6.53692,6.31722,5.99449,3.66145,1.50997,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_2.xtc,1
3,3,-3447.28,-8.42607,0.600727,7.39552,7.69017,3.88056,4.92095,4.50077,3.62041,1.51063,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_2.xtc,1
4,4,-3453.82,-1.86796,0.758413,7.31674,6.56551,7.50952,4.75874,4.51738,3.62008,1.53484,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_2.xtc,1
8,5,-3467.67,-6.28032,0.630163,6.00703,5.08588,6.33792,8.57212,4.49952,3.61384,1.49435,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_2.xtc,1
9,6,-3501.56,-4.27655,0.697437,5.9438,7.36129,8.2147,8.21912,5.99773,3.64813,1.49337,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_2.xtc,0
10,7,-3527.65,-6.31894,0.650316,5.56475,5.58429,8.94934,11.0063,6.05049,3.59125,1.51998,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_2.xtc,3
12,8,-3530.76,-7.08977,0.70818,6.52887,7.55447,6.78905,9.65001,6.06619,3.61684,1.52882,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_2.xtc,3
0,0,-3497.39,-18.6716,0.374104,6.59259,10.1184,7.08021,5.03444,6.17215,1.5447,3.37628,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_3.xtc,-
3,1,-3502.41,-15.1684,0.471969,6.41078,10.084,5.93951,6.14141,6.12585,1.647,3.41603,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_3.xtc,0
5,2,-3507.83,-17.9973,0.405616,6.57357,10.0698,6.48508,9.42013,6.2077,1.5789,3.40994,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_3.xtc,3
0,0,-3444.65,-8.67863,0.493639,6.87623,5.31888,4.05821,7.90777,5.75761,1.44017,3.61666,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_4.xtc,-
2,1,-3451.17,-7.60055,0.632203,5.87292,4.06457,6.62045,5.79635,5.76764,1.38114,3.57655,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_4.xtc,0
3,2,-3511.51,-9.11051,0.524917,6.09347,5.88281,4.9779,5.18208,5.69562,1.60155,3.49366,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_4.xtc,0
6,3,-3512.16,-5.53019,0.601687,6.17815,7.12322,6.66369,4.77374,5.69511,1.60784,3.50615,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_4.xtc,0
8,4,-3513.46,-3.58381,0.688695,6.42887,7.31375,4.69667,7.6038,5.67112,1.59919,3.53044,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_4.xtc,0
12,5,-3521.35,-5.60071,0.606195,6.80371,4.88442,6.52036,9.53914,5.66096,1.53859,3.63548,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_4.xtc,3
0,0,-3485.87,-13.9606,0.465458,6.47942,4.72193,6.88896,4.10115,5.68231,1.62831,3.5164,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_5.xtc,-
1,1,-3511.92,-9.86329,0.51539,6.19837,8.45449,5.73833,3.60428,4.78978,1.50264,3.53767,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_5.xtc,0
0,0,-3508.53,-7.42865,0.620087,5.87728,6.52498,3.31691,8.29502,5.66696,1.52375,3.5194,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_6.xtc,-
4,1,-3508.84,-4.46326,0.583072,5.66584,6.37897,5.26858,6.85919,5.65719,1.51827,3.52751,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_6.xtc,0
8,2,-3515.14,-3.95058,0.665673,6.29371,8.3971,5.74165,5.027,5.66098,1.52833,3.58732,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_6.xtc,0
10,3,-3523.45,-7.0429,0.625108,5.84129,7.14033,6.30377,7.06504,5.61698,1.55006,3.60097,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_6.xtc,2
12,4,-3522.88,-4.84502,0.522198,5.96604,4.54049,4.66106,9.23917,5.65716,1.55144,3.63353,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_6.xtc,3
0,0,-3500.33,-13.972,0.476228,6.47059,5.93357,5.66607,6.46898,5.7161,1.53105,3.55553,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_7.xtc,-
1,1,-3494.9,-8.04821,0.506581,5.72233,7.5587,6.6928,5.04784,5.676,1.53165,3.56082,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_7.xtc,0
2,2,-3514.48,-5.9304,0.548377,6.34501,5.65965,6.23476,7.14532,5.68096,1.56157,3.55609,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_7.xtc,0
4,3,-3519.5,-8.79481,0.562056,6.01143,7.68067,7.22587,5.41588,5.62269,1.57011,3.61417,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_7.xtc,0
8,4,-3519.33,-3.13817,0.510007,6.39796,4.34229,6.48395,6.47734,5.58961,1.55659,3.64229,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_7.xtc,3
0,0,-3510.48,-8.93878,0.381216,6.33023,7.88831,8.29399,7.56202,6.09906,3.49359,1.59468,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_8.xtc,-
2,1,-3511.3,-3.4759,0.472715,5.36098,7.24485,7.26668,9.35556,6.13037,3.50397,1.58084,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_8.xtc,3
5,2,-3506.74,-16.1589,0.469276,6.79917,9.5912,5.45292,10.7616,6.01994,3.42174,1.4395,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_8.xtc,4
7,3,-3506.49,-8.72795,0.579197,6.79186,7.62387,7.6877,9.94592,6.0287,3.37471,1.51255,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_8.xtc,4
8,4,-3521.94,-12.0818,0.522113,6.02545,6.2371,6.49925,10.9607,6.09486,3.46603,1.53837,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_8.xtc,3
10,5,-3524.89,-8.29744,0.552875,5.10435,8.75268,4.86964,9.38574,6.12746,3.53368,1.56725,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_8.xtc,3
12,6,-3526.51,-7.09059,0.658715,4.84671,8.3651,8.37091,7.89174,6.14475,3.59178,1.56068,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_8.xtc,3
0,0,-3523.25,-1.18194,0.556744,6.37257,6.69141,8.93677,4.67259,2.87844,12.0056,10.0159,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_9.xtc,-
1,1,-3543.89,-13.4709,0.555488,5.62467,3.92103,7.34373,4.1676,4.20135,11.9293,9.9906,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_9.xtc,0
5,2,-3542.61,-8.7174,0.576009,6.17113,5.27903,5.18075,5.06919,3.61317,12.0109,10.007,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_9.xtc,0
9,3,-3545.7,-13.608,0.496447,6.30597,6.5428,4.84203,4.61318,3.23575,11.7973,10.3361,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_9.xtc,0
11,4,-3543.19,-14.8068,0.510129,6.15951,6.4816,4.24428,4.53992,4.79048,11.8572,9.93513,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_9.xtc,0
0,0,-3500.74,-14.994,0.44025,5.54914,5.73203,5.79639,4.53865,6.37286,3.81991,1.63404,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_10.xtc,-
1,1,-3529.63,-16.5175,0.375001,5.67284,6.89901,3.95512,8.3286,4.47158,3.67063,1.50024,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_10.xtc,4
3,2,-3537.74,-18.6208,0.335969,5.24198,4.36567,6.95995,7.75598,6.17634,3.63687,1.49118,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_10.xtc,2
7,3,-3535.02,-16.8795,0.408356,4.96862,5.29173,4.29782,5.66432,6.26005,3.64893,1.51879,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_10.xtc,0
0,0,-3451.0,-10.7595,0.510102,6.35836,4.8896,4.52635,5.40213,5.01284,3.37877,1.56576,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_11.xtc,-
3,1,-3459.65,-11.5822,0.54274,6.40302,4.42517,6.35834,5.57101,4.57789,3.4315,1.50154,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_11.xtc,1
4,2,-3498.54,-1.75665,0.441354,6.82723,4.79954,6.51827,3.95258,4.03913,3.45989,1.52661,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_11.xtc,1
5,3,-3525.32,-15.8533,0.460174,6.73432,5.4185,5.17626,3.60725,5.08603,3.5964,1.40102,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_11.xtc,1
0,0,-3448.6,-8.09476,0.551859,5.55707,5.73297,7.74209,8.4877,6.17788,3.53611,1.52598,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_12.xtc,-
2,1,-3450.04,-5.56778,0.643595,6.53835,9.00803,5.24376,6.62013,6.16495,3.57132,1.5196,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_12.xtc,0
4,2,-3450.41,-5.59192,0.617722,7.35015,9.95918,4.27637,7.37763,6.16437,3.57004,1.52035,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_12.xtc,1
6,3,-3453.24,-5.5204,0.590754,6.30911,8.21303,7.00018,7.04833,6.1551,3.57298,1.51677,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_12.xtc,1
8,4,-3452.34,-1.25509,0.549064,6.30521,9.18946,3.82275,6.64807,6.16205,3.5841,1.51418,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_12.xtc,0
10,5,-3462.17,-7.87257,0.529069,6.13124,6.77949,7.71155,3.33157,6.15901,3.62289,1.50601,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_12.xtc,0
11,6,-3532.81,-12.9158,0.48525,6.55178,7.05148,5.41232,5.74745,5.77966,3.62522,1.52622,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_12.xtc,2
12,7,-3533.04,-7.83505,0.562103,5.67877,7.2747,7.70803,4.59368,6.20926,3.60834,1.52841,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_12.xtc,3
0,0,-3510.34,-7.95677,0.63204,6.80221,7.03342,6.7859,10.1131,5.6133,3.787,1.60698,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_13.xtc,-
2,1,-3519.82,-7.59791,0.611789,6.74777,5.62614,6.63055,9.66464,5.72914,3.76504,1.5854,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_13.xtc,3
4,2,-3521.44,-4.56855,0.558784,6.57483,5.60984,7.90889,10.3574,5.76497,3.66507,1.51228,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_13.xtc,3
8,3,-3530.14,-8.86101,0.577828,5.92481,10.1757,5.44463,8.94761,5.74855,3.67388,1.51536,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_13.xtc,0
0,0,-3522.95,-6.83064,0.572876,6.77977,6.94763,4.27979,7.50373,5.87529,3.68566,1.50894,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_14.xtc,-
2,1,-3528.29,-7.09292,0.571263,6.36803,7.11402,4.45733,8.50515,5.93152,3.7136,1.54164,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_14.xtc,4
4,2,-3521.49,-0.128042,0.60765,5.99313,4.91823,6.53794,9.23583,5.95834,3.70834,1.53665,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_14.xtc,3
6,3,-3529.67,-6.1458,0.706996,5.99847,8.57805,5.53167,6.29443,5.97814,3.7128,1.53679,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_14.xtc,0
8,4,-3533.91,-8.60438,0.616909,6.48731,6.34049,9.33824,4.61951,5.99262,3.71154,1.53362,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_14.xtc,1
10,5,-3535.76,-10.4321,0.553211,5.64089,5.53157,8.11955,7.36912,5.7488,3.71959,1.52733,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_14.xtc,2
12,6,-3536.24,-9.30794,0.485912,6.18914,8.36894,4.68832,6.19461,5.7922,3.69977,1.52162,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_14.xtc,2
0,0,-3435.15,-6.97654,0.536512,5.06983,5.73136,7.27418,9.13832,5.48188,11.6343,10.0028,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_15.xtc,-
1,1,-3440.14,-8.24773,0.501762,6.43576,6.76029,8.91944,7.51128,5.53543,11.601,10.0282,8,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/8/trajectory_15.xtc,1
